max_depth,min_samples_split,min_samples_leaf,max_features,criterion,splitter,f1_score,precision,recall,accuracy
10,50,10,sqrt,entropy,best,0.020919590324689475,0.384,0.010752688172043012,0.7967520130281371
20,10,10,log2,gini,random,0.01834862385321101,0.3684210526315789,0.009408602150537635,0.7967067764407854
10,20,10,,gini,random,0.038922155688622756,0.42924528301886794,0.02038530465949821,0.7967067764407854
10,10,10,,gini,random,0.038922155688622756,0.42924528301886794,0.02038530465949821,0.7967067764407854
20,20,10,log2,gini,random,0.01834862385321101,0.3684210526315789,0.009408602150537635,0.7967067764407854
30,10,10,sqrt,gini,random,0.04664970313825276,0.4365079365079365,0.0246415770609319,0.7966163032660816
20,20,10,sqrt,entropy,best,0.030616645105648987,0.40804597701149425,0.015905017921146954,0.7966163032660816
30,20,10,sqrt,gini,random,0.04664970313825276,0.4365079365079365,0.0246415770609319,0.7966163032660816
10,10,20,,gini,random,0.049873203719357564,0.44029850746268656,0.0264336917562724,0.7966163032660816
10,20,20,,gini,random,0.049873203719357564,0.44029850746268656,0.0264336917562724,0.7966163032660816
20,10,10,sqrt,entropy,best,0.030616645105648987,0.40804597701149425,0.015905017921146954,0.7966163032660816
30,50,10,sqrt,entropy,random,0.04904862579281184,0.43609022556390975,0.025985663082437275,0.7965258300913779
20,50,10,sqrt,entropy,best,0.045415959252971136,0.4314516129032258,0.023969534050179212,0.7965258300913779
30,50,10,sqrt,gini,random,0.03474158267209951,0.40703517587939697,0.018145161290322582,0.7963901203293223
10,50,20,,entropy,random,0.042923926901827454,0.41735537190082644,0.022625448028673834,0.7962544105672668
10,10,20,,entropy,random,0.055230125523012555,0.4177215189873418,0.02956989247311828,0.7957115715190446
10,20,20,,entropy,random,0.055230125523012555,0.4177215189873418,0.02956989247311828,0.7957115715190446
30,50,10,sqrt,entropy,best,0.0650103519668737,0.42896174863387976,0.035170250896057347,0.7957115715190446
30,20,20,sqrt,entropy,best,0.06652892561983471,0.42819148936170215,0.0360663082437276,0.7956210983443409
10,50,10,,gini,random,0.05322715842414082,0.41233766233766234,0.028449820788530467,0.7956210983443409
30,10,20,sqrt,entropy,best,0.06652892561983471,0.42819148936170215,0.0360663082437276,0.7956210983443409
10,10,20,,gini,best,0.06380774808369588,0.42424242424242425,0.03449820788530466,0.795575861756989
10,50,20,,gini,best,0.06264260526861647,0.42296918767507,0.03382616487455197,0.795575861756989
10,20,20,,gini,best,0.06380774808369588,0.42424242424242425,0.03449820788530466,0.795575861756989
10,20,20,,entropy,best,0.06341968911917098,0.42382271468144045,0.034274193548387094,0.795575861756989
10,10,20,,entropy,best,0.06341968911917098,0.42382271468144045,0.034274193548387094,0.795575861756989
10,50,20,,entropy,best,0.0626166286543645,0.4206128133704735,0.03382616487455197,0.7954853885822853
20,50,20,,entropy,random,0.11217885859972544,0.4503937007874016,0.06406810035842293,0.7952139690581742
30,50,20,sqrt,entropy,best,0.04025423728813559,0.37109375,0.02128136200716846,0.7950782592961188
10,50,10,,entropy,best,0.057760232703095785,0.3982808022922636,0.031137992831541218,0.7948520763593595
10,10,10,,entropy,best,0.054977092877967516,0.3905325443786982,0.02956989247311828,0.7947163665973039
10,20,10,,entropy,best,0.054977092877967516,0.3905325443786982,0.02956989247311828,0.7947163665973039
20,20,10,sqrt,gini,best,0.04780876494023904,0.3737704918032787,0.025537634408602152,0.7945806568352484
20,10,10,sqrt,gini,best,0.04780876494023904,0.3737704918032787,0.025537634408602152,0.7945806568352484
30,20,10,sqrt,entropy,best,0.06154481619165634,0.3941798941798942,0.03337813620071685,0.7944449470731928
30,10,10,sqrt,entropy,best,0.06154481619165634,0.3941798941798942,0.03337813620071685,0.7944449470731928
10,50,10,,gini,best,0.06225520511234797,0.39018087855297157,0.03382616487455197,0.7942187641364336
10,10,10,,gini,best,0.06174109899156205,0.379746835443038,0.033602150537634407,0.7937663982629151
10,20,10,,gini,best,0.06174109899156205,0.379746835443038,0.033602150537634407,0.7937663982629151
20,10,20,,gini,random,0.09523809523809523,0.4166666666666667,0.053763440860215055,0.7937211616755632
20,20,20,,gini,random,0.09523809523809523,0.4166666666666667,0.053763440860215055,0.7937211616755632
20,50,20,,gini,random,0.09757061031009283,0.41235392320534225,0.055331541218637995,0.7933140323893966
20,10,20,,entropy,random,0.10970628282435324,0.41654357459379615,0.06317204301075269,0.7929521396905818
20,20,20,,entropy,random,0.10970628282435324,0.41654357459379615,0.06317204301075269,0.7929521396905818
30,50,20,,gini,random,0.14397905759162305,0.43552036199095023,0.08624551971326165,0.7929069031032299
30,20,10,sqrt,gini,best,0.09888169511477339,0.3981042654028436,0.056451612903225805,0.7922283542929521
30,10,10,sqrt,gini,best,0.09888169511477339,0.3981042654028436,0.056451612903225805,0.7922283542929521
20,50,10,,entropy,random,0.12502367872703163,0.4049079754601227,0.0739247311827957,0.791052203021804
30,10,20,,gini,random,0.14030517305545218,0.4142857142857143,0.08445340501792115,0.7910069664344522
30,20,20,,gini,random,0.14030517305545218,0.4142857142857143,0.08445340501792115,0.7910069664344522
30,50,20,,entropy,random,0.14089219330855018,0.41375545851528384,0.08490143369175628,0.7909164932597484
20,50,10,,gini,random,0.1162079510703364,0.3958333333333333,0.06810035842293907,0.7908260200850448
20,20,10,,gini,random,0.1319626168224299,0.3984198645598194,0.07907706093189965,0.7899212883380078
20,10,10,,gini,random,0.1319626168224299,0.3984198645598194,0.07907706093189965,0.7899212883380078
30,20,20,,entropy,random,0.16415229885057472,0.41394927536231885,0.10237455197132617,0.7894689224644893
30,10,20,,entropy,random,0.16415229885057472,0.41394927536231885,0.10237455197132617,0.7894689224644893
20,50,20,,entropy,best,0.1465107782243332,0.39702970297029705,0.08982974910394265,0.788654663892156
20,50,20,,gini,best,0.14953611060578498,0.3978702807357212,0.09206989247311828,0.7885189541301004
20,10,10,,entropy,random,0.15200435334663523,0.3994280266920877,0.09386200716845879,0.7885189541301004
20,20,10,,entropy,random,0.15200435334663523,0.3994280266920877,0.09386200716845879,0.7885189541301004
20,20,20,,entropy,best,0.15617673579801622,0.4005550416281221,0.09699820788530467,0.7883380077806931
20,10,20,,entropy,best,0.15617673579801622,0.4005550416281221,0.09699820788530467,0.7883380077806931
30,50,10,,gini,random,0.1745556924159775,0.40689089417555374,0.1111111111111111,0.7877951687324708
20,20,20,,gini,best,0.15545160129543,0.39488117001828155,0.0967741935483871,0.7876594589704152
20,10,20,,gini,best,0.15545160129543,0.39488117001828155,0.0967741935483871,0.7876594589704152
20,50,10,,entropy,best,0.14350590372388738,0.3794428434197887,0.08848566308243727,0.7867094906360265
20,50,10,,gini,best,0.15647834610586348,0.3827375762859634,0.09834229390681004,0.7858952320636932
30,50,10,,entropy,random,0.17955371043072132,0.3940774487471526,0.11626344086021505,0.7854428661901746
30,50,20,,entropy,best,0.16931401640775004,0.383399209486166,0.10864695340501793,0.784719080792545
30,10,20,,entropy,best,0.18430969510106202,0.3915574963609898,0.12051971326164874,0.7845833710304895
30,20,20,,entropy,best,0.18430969510106202,0.3915574963609898,0.12051971326164874,0.7845833710304895
30,10,10,,gini,random,0.1894093686354379,0.3907563025210084,0.125,0.7839500588075635
30,20,10,,gini,random,0.1894093686354379,0.3907563025210084,0.125,0.7839500588075635
30,50,20,,gini,best,0.17466344494304453,0.3804511278195489,0.11335125448028674,0.7836786392834525
20,20,10,,gini,best,0.17044864022172182,0.3758594346829641,0.11021505376344086,0.7833619831719895
20,10,10,,gini,best,0.17044864022172182,0.3758594346829641,0.11021505376344086,0.7833619831719895
30,10,10,,entropy,random,0.16347159288950855,0.36813186813186816,0.10506272401433692,0.7828643807111192
30,20,10,,entropy,random,0.16347159288950855,0.36813186813186816,0.10506272401433692,0.7828643807111192
20,10,10,,entropy,best,0.15904711858469084,0.3646586345381526,0.10170250896057348,0.7828191441237673
20,20,10,,entropy,best,0.15904711858469084,0.3646586345381526,0.10170250896057348,0.7828191441237673
30,10,20,,gini,best,0.18200374213301582,0.37809187279151946,0.11984767025089606,0.7824572514249525
30,20,20,,gini,best,0.18200374213301582,0.37809187279151946,0.11984767025089606,0.7824572514249525
30,50,10,,gini,best,0.1977261492832427,0.37383177570093457,0.13440860215053763,0.7797430561838415
30,50,10,,entropy,best,0.1956772809767365,0.3713212273011897,0.1328405017921147,0.7794716366597304
30,10,10,,gini,best,0.22284122562674094,0.36036036036036034,0.16129032258064516,0.7728218583190084
30,20,10,,gini,best,0.22284122562674094,0.36036036036036034,0.16129032258064516,0.7728218583190084
30,20,10,,entropy,best,0.22574196524680917,0.359980382540461,0.16442652329749105,0.7722337826834343
30,10,10,,entropy,best,0.22574196524680917,0.359980382540461,0.16442652329749105,0.7722337826834343
